caseid,task,user,time:timestamp,start:timestamp,role,ac_index,rl_index
1629,A,ABC-000001,2021-01-20 16:22:28.375,2021-01-20 16:15:54.642,Role 5,1.0,5.0
1629,B,ABC-000001,2021-01-20 16:26:07.284,2021-01-20 16:22:28.375,Role 5,3.0,5.0
1629,G,ABC-000001,2021-01-20 16:26:52.814,2021-01-20 16:26:07.284,Role 5,11.0,5.0
1629,F,ABC-000001,2021-01-20 16:27:59.198,2021-01-20 16:26:52.814,Role 5,10.0,5.0
1629,D,ABC-000001,2021-01-20 16:38:41.824,2021-01-20 16:27:59.198,Role 5,7.0,5.0
1629,H,ABC-000001,2021-01-20 17:39:08.991,2021-01-20 16:38:41.824,Role 5,12.0,5.0
1629,C,ABC-000001,2021-01-20 17:45:31.267,2021-01-20 17:39:08.991,Role 5,5.0,5.0
1629,E,ABC-000001,2021-01-20 17:49:02.271,2021-01-20 17:45:31.267,Role 5,9.0,5.0
1629,I,ABC-000001,2021-01-20 18:32:40.520,2021-01-20 18:31:40.520,Role 5,13.0,5.0
1629,J,ABC-000001,2021-01-20 18:49:32.801,2021-01-20 18:43:32.866,Role 5,14.0,5.0
1629,K,ABC-000001,2021-01-20 20:10:44.982,2021-01-20 20:10:42.982,Role 5,15.0,5.0
1629,N,ABC-000001,2021-01-20 21:12:07.584,2021-01-20 21:09:47.121,Role 5,18.0,5.0
1629,Y,JKL-000003,2021-01-20 21:27:31.602,2021-01-20 21:12:07.584,Role 4,28.0,4.0
1629,Z,JKL-000002,2021-01-21 01:12:42.936,2021-01-20 21:27:31.602,Role 4,29.0,4.0
1629,AA,JKL-000001,2021-01-21 01:16:55.364,2021-01-21 01:12:42.936,Role 4,2.0,4.0
1629,R,DEF-000002,2021-01-21 02:09:17.240,2021-01-21 01:16:55.364,Role 2,22.0,2.0
1629,S,DEF-000003,2021-01-21 02:17:27.573,2021-01-21 02:09:17.240,Role 2,23.0,2.0
1629,T,DEF-000001,2021-01-21 02:20:50.002,2021-01-21 02:17:27.573,Role 2,24.0,2.0
1629,I,ABC-000001,2021-01-21 02:21:50.002,2021-01-21 02:20:50.002,Role 5,13.0,5.0
1629,J,ABC-000001,2021-01-21 02:27:25.968,2021-01-21 02:21:50.002,Role 5,14.0,5.0
1629,K,ABC-000001,2021-01-21 02:27:27.968,2021-01-21 02:27:25.968,Role 5,15.0,5.0
1629,O,ABC-000001,2021-01-21 02:30:53.637,2021-01-21 02:27:27.968,Role 5,19.0,5.0
1629,BB,MNO-000002,2021-01-21 02:42:31.538,2021-01-21 02:30:53.637,Role 1,4.0,1.0
1629,CC,MNO-000003,2021-01-21 03:45:34.809,2021-01-21 02:42:31.538,Role 1,6.0,1.0
1629,DD,MNO-000002,2021-01-21 03:53:08.178,2021-01-21 03:45:34.809,Role 1,8.0,1.0
1629,R,DEF-000003,2021-01-21 05:19:13.691,2021-01-21 03:53:08.178,Role 2,22.0,2.0
1629,S,DEF-000002,2021-01-21 05:31:13.813,2021-01-21 05:19:13.691,Role 2,23.0,2.0
1629,T,DEF-000001,2021-01-21 05:38:37.948,2021-01-21 05:31:13.813,Role 2,24.0,2.0
1630,A,ABC-000001,2021-01-20 18:31:40.520,2021-01-20 18:15:43.174,Role 5,1.0,5.0
1630,B,ABC-000001,2021-01-20 18:43:32.866,2021-01-20 18:40:35.032,Role 5,3.0,5.0
1630,G,ABC-000001,2021-01-20 19:19:11.124,2021-01-20 19:12:57.815,Role 5,11.0,5.0
1630,F,ABC-000001,2021-01-20 19:20:33.653,2021-01-20 19:19:11.124,Role 5,10.0,5.0
1630,D,ABC-000001,2021-01-20 19:27:28.743,2021-01-20 19:20:33.653,Role 5,7.0,5.0
1630,H,ABC-000001,2021-01-20 19:56:19.006,2021-01-20 19:27:28.743,Role 5,12.0,5.0
1630,C,ABC-000001,2021-01-20 19:58:22.147,2021-01-20 19:56:19.006,Role 5,5.0,5.0
1630,E,ABC-000001,2021-01-20 20:10:42.982,2021-01-20 19:58:22.147,Role 5,9.0,5.0
1630,I,ABC-000001,2021-01-20 21:13:07.584,2021-01-20 21:12:07.584,Role 5,13.0,5.0
1630,J,ABC-000001,2021-01-20 21:14:38.479,2021-01-20 21:14:07.584,Role 5,14.0,5.0
1630,K,ABC-000001,2021-01-20 21:18:14.192,2021-01-20 21:18:12.192,Role 5,15.0,5.0
1630,N,ABC-000001,2021-01-20 21:34:40.968,2021-01-20 21:18:16.192,Role 5,18.0,5.0
1630,Y,JKL-000001,2021-01-20 21:40:01.431,2021-01-20 21:34:40.968,Role 4,28.0,4.0
1630,Z,JKL-000001,2021-01-20 22:12:06.245,2021-01-20 21:40:01.431,Role 4,29.0,4.0
1630,AA,JKL-000001,2021-01-20 22:22:11.692,2021-01-20 22:12:06.245,Role 4,2.0,4.0
1630,R,DEF-000002,2021-01-21 00:12:39.508,2021-01-20 22:22:11.692,Role 2,22.0,2.0
1630,S,DEF-000003,2021-01-21 00:22:33.479,2021-01-21 00:12:39.508,Role 2,23.0,2.0
1630,T,DEF-000001,2021-01-21 01:01:24.861,2021-01-21 00:22:33.479,Role 2,24.0,2.0
1631,A,ABC-000001,2021-01-20 18:40:33.032,2021-01-20 18:32:40.520,Role 5,1.0,5.0
1631,B,ABC-000001,2021-01-20 18:56:11.258,2021-01-20 18:49:32.801,Role 5,3.0,5.0
1631,G,ABC-000001,2021-01-20 20:14:11.357,2021-01-20 20:10:44.982,Role 5,11.0,5.0
1631,F,ABC-000001,2021-01-20 20:15:08.883,2021-01-20 20:14:11.357,Role 5,10.0,5.0
1631,D,ABC-000001,2021-01-20 20:49:13.842,2021-01-20 20:15:08.883,Role 5,7.0,5.0
1631,H,ABC-000001,2021-01-20 21:02:28.994,2021-01-20 20:49:13.842,Role 5,12.0,5.0
1631,C,ABC-000001,2021-01-20 21:06:34.068,2021-01-20 21:02:28.994,Role 5,5.0,5.0
1631,E,ABC-000001,2021-01-20 21:09:47.121,2021-01-20 21:06:34.068,Role 5,9.0,5.0
1631,I,ABC-000001,2021-01-20 21:14:07.584,2021-01-20 21:13:07.584,Role 5,13.0,5.0
1631,J,ABC-000001,2021-01-20 21:18:12.192,2021-01-20 21:14:38.479,Role 5,14.0,5.0
1631,K,ABC-000001,2021-01-20 21:18:16.192,2021-01-20 21:18:14.192,Role 5,15.0,5.0
1631,N,ABC-000001,2021-01-20 21:38:51.860,2021-01-20 21:34:40.968,Role 5,18.0,5.0
1631,Y,JKL-000003,2021-01-20 21:47:52.692,2021-01-20 21:38:51.860,Role 4,28.0,4.0
1631,Z,JKL-000003,2021-01-21 03:21:46.421,2021-01-20 21:47:52.692,Role 4,29.0,4.0
1631,AA,JKL-000002,2021-01-21 03:27:52.934,2021-01-21 03:21:46.421,Role 4,2.0,4.0
1631,R,DEF-000002,2021-01-21 04:35:50.305,2021-01-21 03:27:52.934,Role 2,22.0,2.0
1631,S,DEF-000002,2021-01-21 05:07:04.792,2021-01-21 04:35:50.305,Role 2,23.0,2.0
1631,T,DEF-000001,2021-01-21 05:14:08.300,2021-01-21 05:07:04.792,Role 2,24.0,2.0
1631,I,ABC-000001,2021-01-21 05:15:08.300,2021-01-21 05:14:08.300,Role 5,13.0,5.0
1631,J,ABC-000001,2021-01-21 05:23:18.329,2021-01-21 05:15:08.300,Role 5,14.0,5.0
1631,K,ABC-000001,2021-01-21 05:23:20.329,2021-01-21 05:23:18.329,Role 5,15.0,5.0
1631,M,ABC-000001,2021-01-21 05:25:56.700,2021-01-21 05:23:20.329,Role 5,17.0,5.0
1631,U,GHI-000002,2021-01-21 05:28:31.701,2021-01-21 05:25:56.700,Role 3,25.0,3.0
1631,L,ABC-000001,2021-01-21 05:33:50.239,2021-01-21 05:25:56.700,Role 5,16.0,5.0
1631,V,GHI-000003,2021-01-21 11:58:34.863,2021-01-21 05:28:31.701,Role 3,26.0,3.0
1631,X,GHI-000001,2021-01-21 12:13:47.305,2021-01-21 11:58:34.863,Role 3,27.0,3.0
1631,R,DEF-000003,2021-01-21 12:40:57.532,2021-01-21 12:13:47.305,Role 2,22.0,2.0
1631,S,DEF-000002,2021-01-21 12:41:50.216,2021-01-21 12:40:57.532,Role 2,23.0,2.0
1631,T,DEF-000001,2021-01-21 12:53:31.792,2021-01-21 12:41:50.216,Role 2,24.0,2.0
1631,I,ABC-000001,2021-01-21 13:31:37.618,2021-01-21 13:30:37.618,Role 5,13.0,5.0
1631,J,ABC-000001,2021-01-21 14:07:26.282,2021-01-21 13:39:54.170,Role 5,14.0,5.0
1631,K,ABC-000001,2021-01-21 15:18:23.602,2021-01-21 15:18:21.602,Role 5,15.0,5.0
1631,O,ABC-000001,2021-01-21 15:33:21.432,2021-01-21 15:31:03.003,Role 5,19.0,5.0
1631,BB,MNO-000001,2021-01-21 15:34:55.753,2021-01-21 15:33:21.432,Role 1,4.0,1.0
1631,CC,MNO-000002,2021-01-21 15:52:22.946,2021-01-21 15:34:55.753,Role 1,6.0,1.0
1631,DD,MNO-000001,2021-01-21 16:12:51.720,2021-01-21 15:52:22.946,Role 1,8.0,1.0
1631,R,DEF-000003,2021-01-21 16:58:57.030,2021-01-21 16:12:51.720,Role 2,22.0,2.0
1631,S,DEF-000001,2021-01-21 17:05:36.483,2021-01-21 16:58:57.030,Role 2,23.0,2.0
1631,T,DEF-000003,2021-01-21 17:10:49.074,2021-01-21 17:05:36.483,Role 2,24.0,2.0
1632,A,ABC-000001,2021-01-21 10:32:30.383,2021-01-21 10:24:52.989,Role 5,1.0,5.0
1632,B,ABC-000001,2021-01-21 10:56:19.626,2021-01-21 10:32:30.383,Role 5,3.0,5.0
1632,G,ABC-000001,2021-01-21 11:00:22.670,2021-01-21 10:56:19.626,Role 5,11.0,5.0
1632,F,ABC-000001,2021-01-21 11:02:12.778,2021-01-21 11:00:22.670,Role 5,10.0,5.0
1632,D,ABC-000001,2021-01-21 11:08:37.586,2021-01-21 11:02:12.778,Role 5,7.0,5.0
1632,H,ABC-000001,2021-01-21 11:33:33.714,2021-01-21 11:08:37.586,Role 5,12.0,5.0
1632,C,ABC-000001,2021-01-21 11:38:51.632,2021-01-21 11:33:33.714,Role 5,5.0,5.0
1632,E,ABC-000001,2021-01-21 11:51:41.002,2021-01-21 11:38:51.632,Role 5,9.0,5.0
1632,I,ABC-000001,2021-01-21 13:32:37.618,2021-01-21 13:31:37.618,Role 5,13.0,5.0
1632,J,ABC-000001,2021-01-21 14:07:50.289,2021-01-21 14:07:26.282,Role 5,14.0,5.0
1632,K,ABC-000001,2021-01-21 15:18:25.602,2021-01-21 15:18:23.602,Role 5,15.0,5.0
1632,O,ABC-000001,2021-01-21 15:38:58.199,2021-01-21 15:33:21.432,Role 5,19.0,5.0
1632,BB,MNO-000003,2021-01-21 16:12:03.477,2021-01-21 15:38:58.199,Role 1,4.0,1.0
1632,CC,MNO-000002,2021-01-21 16:29:02.937,2021-01-21 16:12:03.477,Role 1,6.0,1.0
1632,DD,MNO-000003,2021-01-21 16:36:05.844,2021-01-21 16:29:02.937,Role 1,8.0,1.0
1632,R,DEF-000002,2021-01-21 19:24:13.705,2021-01-21 16:36:05.844,Role 2,22.0,2.0
1632,S,DEF-000001,2021-01-21 19:27:04.626,2021-01-21 19:24:13.705,Role 2,23.0,2.0
1632,T,DEF-000003,2021-01-21 19:29:37.881,2021-01-21 19:27:04.626,Role 2,24.0,2.0
1632,I,ABC-000001,2021-01-21 21:07:33.561,2021-01-21 21:06:33.561,Role 5,13.0,5.0
1632,J,ABC-000001,2021-01-21 22:29:37.881,2021-01-21 22:23:07.261,Role 5,14.0,5.0
1632,P,ABC-000001,2021-01-21 22:41:02.042,2021-01-21 22:36:49.238,Role 5,20.0,5.0
1632,Q,DEF-000002,2021-01-21 23:12:22.438,2021-01-21 22:41:02.042,Role 2,21.0,2.0
1632,R,DEF-000001,2021-01-22 00:39:03.483,2021-01-21 23:12:22.438,Role 2,22.0,2.0
1632,S,DEF-000003,2021-01-22 00:42:33.077,2021-01-22 00:39:03.483,Role 2,23.0,2.0
1632,T,DEF-000002,2021-01-22 00:45:11.798,2021-01-22 00:42:33.077,Role 2,24.0,2.0
1633,A,ABC-000001,2021-01-21 12:27:32.468,2021-01-21 12:26:49.041,Role 5,1.0,5.0
1633,B,ABC-000001,2021-01-21 12:35:18.122,2021-01-21 12:27:32.468,Role 5,3.0,5.0
1633,G,ABC-000001,2021-01-21 12:41:02.443,2021-01-21 12:35:18.122,Role 5,11.0,5.0
1633,F,ABC-000001,2021-01-21 12:41:29.877,2021-01-21 12:41:02.443,Role 5,10.0,5.0
1633,D,ABC-000001,2021-01-21 12:45:33.100,2021-01-21 12:41:29.877,Role 5,7.0,5.0
1633,H,ABC-000001,2021-01-21 12:57:53.896,2021-01-21 12:45:33.100,Role 5,12.0,5.0
1633,C,ABC-000001,2021-01-21 13:06:25.460,2021-01-21 12:57:53.896,Role 5,5.0,5.0
1633,E,ABC-000001,2021-01-21 13:11:29.925,2021-01-21 13:06:25.460,Role 5,9.0,5.0
1633,I,ABC-000001,2021-01-21 15:18:21.602,2021-01-21 15:17:21.602,Role 5,13.0,5.0
1633,J,ABC-000001,2021-01-21 15:31:03.003,2021-01-21 15:26:19.206,Role 5,14.0,5.0
1633,K,ABC-000001,2021-01-21 15:58:59.737,2021-01-21 15:58:57.737,Role 5,15.0,5.0
1633,M,ABC-000001,2021-01-21 18:27:12.780,2021-01-21 18:24:46.405,Role 5,17.0,5.0
1633,U,GHI-000002,2021-01-21 18:36:40.464,2021-01-21 18:27:12.780,Role 3,25.0,3.0
1633,N,ABC-000001,2021-01-21 18:27:37.872,2021-01-21 18:27:12.780,Role 5,18.0,5.0
1633,Y,JKL-000001,2021-01-21 18:35:18.891,2021-01-21 18:27:37.872,Role 4,28.0,4.0
1633,Z,JKL-000003,2021-01-21 20:28:13.573,2021-01-21 18:35:18.891,Role 4,29.0,4.0
1633,V,GHI-000003,2021-01-21 22:49:54.867,2021-01-21 18:36:40.464,Role 3,26.0,3.0
1633,AA,JKL-000001,2021-01-21 20:34:33.582,2021-01-21 20:28:13.573,Role 4,2.0,4.0
1633,X,GHI-000001,2021-01-21 23:21:12.587,2021-01-21 22:49:54.867,Role 3,27.0,3.0
1633,R,DEF-000003,2021-01-21 23:36:50.744,2021-01-21 23:21:12.587,Role 2,22.0,2.0
1633,S,DEF-000002,2021-01-21 23:40:14.649,2021-01-21 23:36:50.744,Role 2,23.0,2.0
1633,T,DEF-000003,2021-01-21 23:46:00.817,2021-01-21 23:40:14.649,Role 2,24.0,2.0
1633,I,ABC-000001,2021-01-22 00:08:52.709,2021-01-22 00:07:52.709,Role 5,13.0,5.0
1633,J,ABC-000001,2021-01-22 00:25:53.798,2021-01-22 00:09:19.355,Role 5,14.0,5.0
1633,K,ABC-000001,2021-01-22 00:25:55.798,2021-01-22 00:25:53.798,Role 5,15.0,5.0
1633,L,ABC-000001,2021-01-22 00:40:25.455,2021-01-22 00:25:55.798,Role 5,16.0,5.0
1633,O,ABC-000001,2021-01-22 00:52:54.340,2021-01-22 00:40:25.455,Role 5,19.0,5.0
1633,BB,MNO-000002,2021-01-22 01:07:25.237,2021-01-22 00:52:54.340,Role 1,4.0,1.0
1633,N,ABC-000001,2021-01-22 01:02:40.188,2021-01-22 00:52:54.340,Role 5,18.0,5.0
1633,Y,JKL-000002,2021-01-22 01:07:36.898,2021-01-22 01:02:40.188,Role 4,28.0,4.0
1633,CC,MNO-000001,2021-01-22 01:38:36.742,2021-01-22 01:07:25.237,Role 1,6.0,1.0
1633,Z,JKL-000003,2021-01-22 05:51:00.860,2021-01-22 01:07:36.898,Role 4,29.0,4.0
1633,DD,MNO-000002,2021-01-22 01:40:03.966,2021-01-22 01:38:36.742,Role 1,8.0,1.0
1633,AA,JKL-000002,2021-01-22 05:57:29.800,2021-01-22 05:51:00.860,Role 4,2.0,4.0
1633,R,DEF-000002,2021-01-22 11:11:32.242,2021-01-22 05:57:29.800,Role 2,22.0,2.0
1633,S,DEF-000001,2021-01-22 11:19:25.305,2021-01-22 11:11:32.242,Role 2,23.0,2.0
1633,T,DEF-000003,2021-01-22 11:24:27.041,2021-01-22 11:19:25.305,Role 2,24.0,2.0
1633,I,ABC-000001,2021-01-22 11:59:13.080,2021-01-22 11:58:13.080,Role 5,13.0,5.0
1633,J,ABC-000001,2021-01-22 11:59:46.232,2021-01-22 11:59:13.080,Role 5,14.0,5.0
1633,K,ABC-000001,2021-01-22 11:59:48.232,2021-01-22 11:59:46.232,Role 5,15.0,5.0
1633,M,ABC-000001,2021-01-22 12:08:19.056,2021-01-22 11:59:48.232,Role 5,17.0,5.0
1633,U,GHI-000002,2021-01-22 12:22:48.457,2021-01-22 12:08:19.056,Role 3,25.0,3.0
1633,N,ABC-000001,2021-01-22 12:13:31.969,2021-01-22 12:08:19.056,Role 5,18.0,5.0
1633,Y,JKL-000001,2021-01-22 12:17:14.404,2021-01-22 12:13:31.969,Role 4,28.0,4.0
1633,Z,JKL-000003,2021-01-22 13:41:04.626,2021-01-22 12:17:14.404,Role 4,29.0,4.0
1633,V,GHI-000001,2021-01-22 12:27:30.832,2021-01-22 12:22:48.457,Role 3,26.0,3.0
1633,X,GHI-000003,2021-01-22 12:54:01.593,2021-01-22 12:27:30.832,Role 3,27.0,3.0
1633,AA,JKL-000002,2021-01-22 14:02:10.095,2021-01-22 13:41:04.626,Role 4,2.0,4.0
1633,R,DEF-000003,2021-01-22 17:04:16.752,2021-01-22 14:02:10.095,Role 2,22.0,2.0
1633,S,DEF-000003,2021-01-22 17:12:34.600,2021-01-22 17:04:16.752,Role 2,23.0,2.0
1633,T,DEF-000003,2021-01-22 17:18:07.760,2021-01-22 17:12:34.600,Role 2,24.0,2.0
1633,I,ABC-000001,2021-01-22 17:32:36.224,2021-01-22 17:31:36.224,Role 5,13.0,5.0
1633,J,ABC-000001,2021-01-22 17:54:52.870,2021-01-22 17:47:37.412,Role 5,14.0,5.0
1633,K,ABC-000001,2021-01-22 18:29:25.665,2021-01-22 18:29:23.665,Role 5,15.0,5.0
1633,N,ABC-000001,2021-01-22 19:32:03.466,2021-01-22 19:17:10.209,Role 5,18.0,5.0
1633,Y,JKL-000001,2021-01-22 19:34:05.893,2021-01-22 19:32:03.466,Role 4,28.0,4.0
1633,Z,JKL-000003,2021-01-22 19:54:43.041,2021-01-22 19:34:05.893,Role 4,29.0,4.0
1633,AA,JKL-000002,2021-01-22 20:13:31.461,2021-01-22 19:54:43.041,Role 4,2.0,4.0
1633,R,DEF-000003,2021-01-22 23:08:16.828,2021-01-22 20:13:31.461,Role 2,22.0,2.0
1633,S,DEF-000002,2021-01-22 23:09:27.921,2021-01-22 23:08:16.828,Role 2,23.0,2.0
1633,T,DEF-000003,2021-01-22 23:20:39.243,2021-01-22 23:09:27.921,Role 2,24.0,2.0
1633,I,ABC-000001,2021-01-22 23:21:39.243,2021-01-22 23:20:39.243,Role 5,13.0,5.0
1633,J,ABC-000001,2021-01-22 23:28:12.319,2021-01-22 23:21:39.243,Role 5,14.0,5.0
1633,K,ABC-000001,2021-01-22 23:28:14.319,2021-01-22 23:28:12.319,Role 5,15.0,5.0
1633,O,ABC-000001,2021-01-22 23:32:36.777,2021-01-22 23:28:14.319,Role 5,19.0,5.0
1633,BB,MNO-000002,2021-01-23 00:05:25.241,2021-01-22 23:32:36.777,Role 1,4.0,1.0
1633,CC,MNO-000001,2021-01-23 01:07:13.181,2021-01-23 00:05:25.241,Role 1,6.0,1.0
1633,DD,MNO-000002,2021-01-23 01:11:05.069,2021-01-23 01:07:13.181,Role 1,8.0,1.0
1633,R,DEF-000001,2021-01-23 02:15:26.094,2021-01-23 01:11:05.069,Role 2,22.0,2.0
1633,S,DEF-000001,2021-01-23 02:25:33.375,2021-01-23 02:15:26.094,Role 2,23.0,2.0
1633,T,DEF-000001,2021-01-23 02:33:13.318,2021-01-23 02:25:33.375,Role 2,24.0,2.0
1634,A,ABC-000001,2021-01-21 13:30:37.618,2021-01-21 13:11:29.925,Role 5,1.0,5.0
1634,B,ABC-000001,2021-01-21 13:39:54.170,2021-01-21 13:32:37.618,Role 5,3.0,5.0
1634,G,ABC-000001,2021-01-21 14:11:07.763,2021-01-21 14:07:50.289,Role 5,11.0,5.0
1634,F,ABC-000001,2021-01-21 14:14:05.529,2021-01-21 14:11:07.763,Role 5,10.0,5.0
1634,D,ABC-000001,2021-01-21 14:20:48.026,2021-01-21 14:14:05.529,Role 5,7.0,5.0
1634,H,ABC-000001,2021-01-21 14:35:57.926,2021-01-21 14:20:48.026,Role 5,12.0,5.0
1634,C,ABC-000001,2021-01-21 14:45:15.529,2021-01-21 14:35:57.926,Role 5,5.0,5.0
1634,E,ABC-000001,2021-01-21 15:17:21.602,2021-01-21 14:45:15.529,Role 5,9.0,5.0
1634,I,ABC-000001,2021-01-21 15:51:08.603,2021-01-21 15:50:08.603,Role 5,13.0,5.0
1634,J,ABC-000001,2021-01-21 16:53:16.135,2021-01-21 16:50:42.774,Role 5,14.0,5.0
1634,K,ABC-000001,2021-01-21 18:49:22.581,2021-01-21 18:49:20.581,Role 5,15.0,5.0
1634,O,ABC-000001,2021-01-21 19:16:17.872,2021-01-21 19:00:23.216,Role 5,19.0,5.0
1634,BB,MNO-000001,2021-01-21 19:22:33.814,2021-01-21 19:16:17.872,Role 1,4.0,1.0
1634,N,ABC-000001,2021-01-21 19:23:28.598,2021-01-21 19:16:17.872,Role 5,18.0,5.0
1634,CC,MNO-000002,2021-01-21 19:48:18.818,2021-01-21 19:22:33.814,Role 1,6.0,1.0
1634,Y,JKL-000002,2021-01-21 19:29:01.832,2021-01-21 19:23:28.598,Role 4,28.0,4.0
1634,Z,JKL-000001,2021-01-21 20:08:08.018,2021-01-21 19:29:01.832,Role 4,29.0,4.0
1634,DD,MNO-000003,2021-01-21 20:03:55.436,2021-01-21 19:48:18.818,Role 1,8.0,1.0
1634,AA,JKL-000002,2021-01-21 20:11:40.143,2021-01-21 20:08:08.018,Role 4,2.0,4.0
1634,R,DEF-000002,2021-01-21 22:16:19.914,2021-01-21 20:11:40.143,Role 2,22.0,2.0
1634,S,DEF-000001,2021-01-21 22:18:54.582,2021-01-21 22:16:19.914,Role 2,23.0,2.0
1634,T,DEF-000003,2021-01-21 22:23:53.367,2021-01-21 22:18:54.582,Role 2,24.0,2.0
1635,A,ABC-000001,2021-01-21 15:18:38.564,2021-01-21 15:18:25.602,Role 5,1.0,5.0
1635,B,ABC-000001,2021-01-21 15:50:08.603,2021-01-21 15:38:58.199,Role 5,3.0,5.0
1635,G,ABC-000001,2021-01-21 16:11:15.152,2021-01-21 15:58:59.737,Role 5,11.0,5.0
1635,F,ABC-000001,2021-01-21 16:12:11.293,2021-01-21 16:11:15.152,Role 5,10.0,5.0
1635,D,ABC-000001,2021-01-21 16:18:24.450,2021-01-21 16:12:11.293,Role 5,7.0,5.0
1635,H,ABC-000001,2021-01-21 16:33:46.234,2021-01-21 16:18:24.450,Role 5,12.0,5.0
1635,C,ABC-000001,2021-01-21 16:35:42.539,2021-01-21 16:33:46.234,Role 5,5.0,5.0
1635,E,ABC-000001,2021-01-21 16:50:42.774,2021-01-21 16:35:42.539,Role 5,9.0,5.0
1635,I,ABC-000001,2021-01-21 18:50:22.581,2021-01-21 18:49:22.581,Role 5,13.0,5.0
1635,J,ABC-000001,2021-01-21 19:38:44.980,2021-01-21 19:23:28.598,Role 5,14.0,5.0
1635,K,ABC-000001,2021-01-21 21:07:35.561,2021-01-21 21:07:33.561,Role 5,15.0,5.0
1635,N,ABC-000001,2021-01-21 22:30:48.095,2021-01-21 22:29:37.881,Role 5,18.0,5.0
1635,Y,JKL-000002,2021-01-21 22:31:24.596,2021-01-21 22:30:48.095,Role 4,28.0,4.0
1635,Z,JKL-000003,2021-01-22 01:03:10.322,2021-01-21 22:31:24.596,Role 4,29.0,4.0
1635,AA,JKL-000001,2021-01-22 01:04:51.259,2021-01-22 01:03:10.322,Role 4,2.0,4.0
1635,R,DEF-000001,2021-01-22 01:14:47.681,2021-01-22 01:04:51.259,Role 2,22.0,2.0
1635,S,DEF-000003,2021-01-22 01:15:41.225,2021-01-22 01:14:47.681,Role 2,23.0,2.0
1635,T,DEF-000002,2021-01-22 01:22:39.102,2021-01-22 01:15:41.225,Role 2,24.0,2.0
1635,I,ABC-000001,2021-01-22 01:35:34.170,2021-01-22 01:34:34.170,Role 5,13.0,5.0
1635,J,ABC-000001,2021-01-22 01:38:32.040,2021-01-22 01:35:34.170,Role 5,14.0,5.0
1635,K,ABC-000001,2021-01-22 01:38:34.040,2021-01-22 01:38:32.040,Role 5,15.0,5.0
1635,N,ABC-000001,2021-01-22 02:04:54.452,2021-01-22 01:38:34.040,Role 5,18.0,5.0
1635,Y,JKL-000001,2021-01-22 02:05:15.540,2021-01-22 02:04:54.452,Role 4,28.0,4.0
1635,Z,JKL-000002,2021-01-22 02:50:12.687,2021-01-22 02:05:15.540,Role 4,29.0,4.0
1635,AA,JKL-000001,2021-01-22 02:57:49.391,2021-01-22 02:50:12.687,Role 4,2.0,4.0
1635,R,DEF-000001,2021-01-22 03:47:41.065,2021-01-22 02:57:49.391,Role 2,22.0,2.0
1635,S,DEF-000003,2021-01-22 04:04:31.284,2021-01-22 03:47:41.065,Role 2,23.0,2.0
1635,T,DEF-000002,2021-01-22 04:05:26.032,2021-01-22 04:04:31.284,Role 2,24.0,2.0
1635,I,ABC-000001,2021-01-22 04:06:26.032,2021-01-22 04:05:26.032,Role 5,13.0,5.0
1635,J,ABC-000001,2021-01-22 04:06:51.569,2021-01-22 04:06:26.032,Role 5,14.0,5.0
1635,K,ABC-000001,2021-01-22 04:06:53.569,2021-01-22 04:06:51.569,Role 5,15.0,5.0
